"region","city","store"
"ca","hesperia","Spirit Halloween Main St Plaza Hesperia Opening Soon Closing Soon Former 99 Cents Only 17255 Main Street Hesperia, CA 92345 (855) 704-2669 1.0 mi Get Directions More Info"
"ca","hollister","Spirit Halloween Hollister Kmart Opening Soon Closing Soon Former KMart 491 Tres Pinos Road Hollister, CA 95023 (855) 704-2669 1.1 mi Get Directions More Info"
"ca","indio","Spirit Halloween Indio Opening Soon Closing Soon Former Indio Furniture Store 44105 Jackson Street, 100 Indio, CA 92201 (855) 704-2669 0.6 mi Get Directions More Info"
"ca","irvine","Spirit Halloween Tustin District Opening Soon Closing Soon Former JoAnns Fabrics 2170 Barranca Pkwy Irvine, CA 92606 (855) 704-2669 1.2 mi Get Directions More Info"
"ca","jurupavalley","Spirit Halloween Mira Loma CA Opening Soon Closing Soon Former Circuit City 6397 Pats Ranch Road Jurupa Valley, CA 91752 (855) 704-2669 3.9 mi Get Directions More Info"
"ca","lahabra","Spirit Halloween La Habra CA Opening Soon Closing Soon Former Party City 1441 W Imperial Highway La Habra, CA 90631 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","lamesa","Spirit Halloween La Mesa Opening Soon Closing Soon Former American Freight 8805 Murray Drive La Mesa, CA 91942 (855) 704-2669 1.1 mi Get Directions More Info"
"ca","laverne","Spirit Halloween LaVerne CA Opening Soon Closing Soon Former Rite Aid 1480 Foothill Boulevard La Verne, CA 91750 (855) 704-2669 1.2 mi Get Directions More Info"
"ca","laderaranch","Spirit Halloween Ladera Ranch CA Opening Soon Closing Soon Former CVS 27702 Crown Valley Parkway Ladera Ranch, CA 92694 (855) 704-2669 0.9 mi Get Directions More Info"
"ca","lakeelsinore","Spirit Halloween Lake Elsinore Town Center Opening Soon Closing Soon Former Big Lots 32241 Mission Trail Lake Elsinore, CA 92530 (855) 704-2669 1.8 mi Get Directions More Info"
"ca","lakeelsinore","Spirit Halloween Lake Elsinore Outlets Opening Soon Closing Soon Former Overstocked 17600 Collier Avenue, B119 Lake Elsinore, CA 92530 (855) 704-2669 2.6 mi Get Directions More Info"
"ca","lakewood","Spirit Halloween Lakewood CA Opening Soon Closing Soon Beside Applebees 4651 Silva Street Lakewood, CA 90712 (855) 704-2669 0.5 mi Get Directions More Info"
"ca","lancaster","Spirit Halloween Lancaster Opening Soon Closing Soon Former Party City 44600 Valley Central Way Lancaster, CA 93536 (855) 704-2669 1.5 mi Get Directions More Info"
"ca","lancaster","Spirit Halloween East Lancaster Opening Soon Closing Soon Former In Shape Gym 1800 East Avenue J Lancaster, CA 93535 (855) 704-2669 3.1 mi Get Directions More Info"
"ca","lomita","Spirit Halloween Lomita CA Opening Soon Closing Soon Former Ace Hardware 2211 Pacific Coast Highway Lomita, CA 90717 (855) 704-2669 0.4 mi Get Directions More Info"
"ca","longbeach","Spirit Halloween Long Beach CA Bixby Knolls Opening Soon Closing Soon Former Rite Aid 3300 East Anaheim Street Long Beach, CA 90804 (855) 704-2669 2.5 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween Vermont Opening Soon Closing Soon Former Rite Aid 1637 North Vermont Avenue Los Angeles, CA 90027 (855) 704-2669 4.4 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween South La Brea Blvd Opening Soon Closing Soon Former Lamps Plus 200 South La Brea Avenue Los Angeles, CA 90036 (855) 704-2669 5.9 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween La Cienega Opening Soon Closing Soon Former Joann Fabric 1250 South La Cienega Boulevard Los Angeles, CA 90035 (855) 704-2669 7.6 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween Westchester CA Opening Soon Closing Soon Former Bed Bath And Beyond 8820 South Sepulveda Boulevard Los Angeles, CA 90045 (855) 704-2669 10.9 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween Olympic Blvd Opening Soon Closing Soon Former Bed Bath and Beyond 11854 West Olympic Boulevard Los Angeles, CA 90064 (855) 704-2669 12.0 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween Van Nuys CA Opening Soon Closing Soon Former CVS 6201 Sepulveda Boulevard Los Angeles, CA 91411 (855) 704-2669 15.6 mi Get Directions More Info"
"ca","losangeles","Spirit Halloween Granada Hills CA Opening Soon Closing Soon Former CVS 18020 Chatsworth Street Los Angeles, CA 91344 (855) 704-2669 21.7 mi Get Directions More Info"
"ca","madera","Spirit Halloween Madera Opening Soon Closing Soon Former 99 Cent Only 1333 Country Club Drive Madera, CA 93638 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","manteca","Spirit Halloween Market Place Manteca Opening Soon Closing Soon Former Big Lots 1321 West Yosemite Avenue Manteca, CA 95337 (855) 704-2669 1.2 mi Get Directions More Info"
"ca","marinadelrey","Spirit Halloween Marina Del Rey CA Opening Soon Closing Soon Former DSW 13450 Maxella Avenue, 240 Marina del Rey, CA 90292 (855) 704-2669 0.7 mi Get Directions More Info"
"ca","merced","Spirit Halloween Merced Opening Soon Closing Soon Inside Merced Mall 851 West Olive Avenue, Suite 760 Merced, CA 95348 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","missionviejo","Spirit Halloween Mission Viejo CA Opening Soon Closing Soon Former CVS 25511 Muirlands Boulevard Mission Viejo, CA 92691 (855) 704-2669 1.8 mi Get Directions More Info"
"ca","modesto","Spirit Halloween Modesto McHenry Opening Soon Closing Soon Former Dress Barn 3440 McHenry Avenue, B1 Modesto, CA 95350 (855) 704-2669 3.4 mi Get Directions More Info"
"ca","modesto","Spirit Halloween Modesto Standiford Opening Soon Closing Soon Former Tuesday Morning 2100 Standiford Avenue D1 Modesto, CA 95350 (855) 704-2669 3.9 mi Get Directions More Info"
"ca","montclair","Spirit Halloween Montclair CA Opening Soon Closing Soon Former Guadalajara Furniture 9041 Central Avenue Montclair, CA 91763 (855) 704-2669 0.9 mi Get Directions More Info"
"ca","monterey","Spirit Halloween Monterey Opening Soon Closing Soon Former Forever 21 1500 Del Monte Center Monterey, CA 93940 (855) 704-2669 1.1 mi Get Directions More Info"
"ca","morenovalley","Spirit Halloween Moreno Valley Day St Opening Soon Closing Soon Next to Dollar Tree 12530 Day Street, EB-1 Moreno Valley, CA 92553 (855) 704-2669 2.8 mi Get Directions More Info"
"ca","morganhill","Spirit Halloween Morgan Hill Cochrane Opening Soon Closing Soon Former Big 5 Sporting Goods 150 Cochrane Plaza Morgan Hill, CA 95037 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","mountainview","Spirit Halloween Mountain View Charleston Opening Soon Closing Soon Former Bed Bath and Beyond 2470 Charleston Road Mountain View, CA 94043 (855) 704-2669 2.7 mi Get Directions More Info"
"ca","murrieta","Spirit Halloween Murrieta Springs Opening Soon Closing Soon Former 99 Cents Only 25270 Madison Street Murrieta, CA 92562 (855) 704-2669 1.0 mi Get Directions More Info"
"ca","murrieta","Spirit Halloween Murrieta Plaza Opening Soon Closing Soon Former Dicks Sporting Goods 40404 Murrieta Hot Springs Road Murrieta, CA 92563 (855) 704-2669 2.2 mi Get Directions More Info"
"ca","napa","Spirit Halloween Napa CA Opening Soon Closing Soon Former Rite Aid 1203 Imola Ave Napa, CA 94559 (855) 704-2669 1.1 mi Get Directions More Info"
"ca","nationalcity","Spirit Halloween National City Opening Soon Closing Soon Former Hollywood Video 1117 Highland Avenue, 12 National City, CA 91950 (855) 704-2669 0.2 mi Get Directions More Info"
"ca","nationalcity","Spirit Halloween Plaza Bonita Opening Soon Closing Soon Former Forever 21 3030 Plaza Bonita Rd, 2100 National City, CA 91950 (855) 704-2669 2.5 mi Get Directions More Info"
"ca","newhall","Spirit Halloween Newhall Opening Soon Closing Soon Former Toys R Us 25510 The Old Road Newhall, CA 91381 (855) 704-2669 1.9 mi Get Directions More Info"
"ca","novato","Spirit Halloween N Novato Opening Soon Closing Soon Next to Pet Food Express 910 Diablo Avenue Novato, CA 94947 (855) 704-2669 0.3 mi Get Directions More Info"
"ca","ontario","Spirit Halloween Ontario Mills Opening Soon Closing Soon Former Big Lots 4430 Ontario Mills Pkwy ONTARIO, CA 91764 (855) 704-2669 5.5 mi Get Directions More Info"
"ca","oceanside","Spirit Halloween Vista Opening Soon Closing Soon Former JoAnn Fabrics 2227 El Camino Real, Suite C Oceanside, CA 92054 (855) 704-2669 2.9 mi Get Directions More Info"
"ca","orange","Spirit Halloween Orange CA Opening Soon Closing Soon Former Rite Aid 1825 East Chapman Avenue Orange, CA 92867 (855) 704-2669 1.1 mi Get Directions More Info"
"ca","oxnard","Spirit Halloween Oxnard CA Opening Soon Closing Soon Former Party City 211 West Esplanade Drive Oxnard, CA 93036 (855) 704-2669 2.4 mi Get Directions More Info"
"ca","palmdale","Spirit Halloween West Palmdale Opening Soon Closing Soon Former Sears 1233 West Rancho Vista Boulevard Palmdale, CA 93551 (855) 704-2669 2.8 mi Get Directions More Info"
"ca","pasadena","Spirit Halloween Pasadena CA Opening Soon Closing Soon Former Pasadena Art Alliance 345 South Lake Avenue, #902-002 Pasadena, CA 91101 (855) 704-2669 0.9 mi Get Directions More Info"
"ca","pasorobles","Spirit Halloween Paso Robles CA Opening Soon Closing Soon Former Bed Bath Beyond 2449 Golden Hill Road Paso Robles, CA 93446 (855) 704-2669 0.7 mi Get Directions More Info"
"ca","petaluma","Spirit Halloween Petaluma CA Opening Soon Closing Soon Next to HomeGoods 401 Kenilworth Drive Petaluma, CA 94952 (855) 704-2669 1.0 mi Get Directions More Info"
"ca","picorivera","Spirit Halloween Pico Marketplace Opening Soon Closing Soon Beside Shoe City 8921 Washington Boulevard Pico Rivera, CA 90660 (855) 704-2669 0.1 mi Get Directions More Info"
"ca","picorivera","Spirit Halloween Pico Rivera CA Opening Soon Closing Soon Former CVS 8580 Whittier Boulevard Pico Rivera, CA 90660 (855) 704-2669 1.4 mi Get Directions More Info"
"ca","placerville","Spirit Halloween Placerville Opening Soon Closing Soon Former Office Max 3041 Forni Road Placerville, CA 95667 (855) 704-2669 1.9 mi Get Directions More Info"
"ca","pleasanthill","Spirit Halloween Pleasant Hill Concord Ave CA Opening Soon Closing Soon Former Rite Aid 2140 Contra Costa Boulevard Pleasant Hill, CA 94523 (855) 704-2669 0.1 mi Get Directions More Info"
"ca","pleasanton","Spirit Halloween 580 Metro Pleasanton Opening Soon Closing Soon Former Party City 4575 Rosewood Drive Pleasanton, CA 94588 (855) 704-2669 2.8 mi Get Directions More Info"
"ca","poway","Spirit Halloween Poway Opening Soon Closing Soon Former Joann Fabrics 12313 Poway Road Poway, CA 92064 (855) 704-2669 1.8 mi Get Directions More Info"
"ca","ranchocucamonga","Spirit Halloween Rancho Cucamonga Opening Soon Closing Soon Former Crunch Fitness 12739 Foothill Boulevard Rancho Cucamonga, CA 91739 (855) 704-2669 3.8 mi Get Directions More Info"
"ca","redding","Spirit Halloween Redding Opening Soon Closing Soon Former Big Lots 1340 Hilltop Drive Redding, CA 96003 (855) 704-2669 1.7 mi Get Directions More Info"
"ca","redlands","Spirit Halloween Redlands East Opening Soon Closing Soon Across from Target 9940 Alabama Street Redlands, CA 92374 (855) 704-2669 2.0 mi Get Directions More Info"
"ca","redlands","Spirit Halloween Redlands Pavilion Opening Soon Closing Soon Next to Food 4 Less 2070 West Redlands Boulevard, Unit A Redlands, CA 92373 (855) 704-2669 2.5 mi Get Directions More Info"
"ca","redwoodcity","Spirit Halloween Redwood City Boardwalk Opening Soon Closing Soon Former Joann Fabrics 308 Walnut Street Redwood City, CA 94063 (855) 704-2669 0.5 mi Get Directions More Info"
"ca","richmond","Spirit Halloween Richmond CA Opening Soon Closing Soon Former Party City 3500 Klose Way Richmond, CA 94806 (855) 704-2669 3.6 mi Get Directions More Info"
"ca","riverside","Spirit Halloween Magnolia Center Opening Soon Closing Soon Next to Big 5 6493 Magnolia Avenue Riverside, CA 92506 (855) 704-2669 2.1 mi Get Directions More Info"
"ca","riverside","Spirit Halloween MissionGrove Opening Soon Closing Soon Former Kmart 375 E Alessandro Blvd Riverside, CA 92508 (855) 704-2669 5.5 mi Get Directions More Info"
"ca","riverside","Spirit Halloween Canyon Crossings Opening Soon Closing Soon Former Howards 2550 Canyon Springs Parkway, Suite G Riverside, CA 92507 (855) 704-2669 5.6 mi Get Directions More Info"
"ca","rocklin","Spirit Halloween Rocklin Standford Ranch Opening Soon Closing Soon Former Floor and Decor 6681 Stanford Ranch Road Rocklin, CA 95677 (855) 704-2669 1.6 mi Get Directions More Info"
"ca","rohnertpark","Spirit Halloween Rohnert Park Marketplace Opening Soon Closing Soon Former Big Lots 565 Rohnert Park Expressway Rohnert Park, CA 94928 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","rollinghillsestates","Spirit Halloween Rolling Hills Estates Opening Soon Closing Soon Next to Petco 23 Peninsula Center Rolling Hills Estates, CA 90274 (855) 704-2669 1.4 mi Get Directions More Info"
"ca","roseville","Spirit Halloween Roseville West Opening Soon Closing Soon Former Rite Aid 4004 Foothills Boulevard Roseville, CA 95747 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","sacramento","Spirit Halloween Sac Arden Opening Soon Closing Soon Former Party City 1692 Arden Way Sacramento, CA 95815 (855) 704-2669 3.8 mi Get Directions More Info"
"ca","sacramento","Spirit Halloween Sac Natomas Opening Soon Closing Soon Former Burlington 3671 North Freeway Boulevard Sacramento, CA 95834 (855) 704-2669 4.1 mi Get Directions More Info"
"ca","sacramento","Spirit Halloween East Sacramento CA Opening Soon Closing Soon Corner of Folsom and 69th street 6800 Folsom Boulevard Sacramento, CA 95819 (855) 704-2669 4.3 mi Get Directions More Info"
"ca","sacramento","Spirit Halloween Sac Lohmans Plaza Opening Soon Closing Soon Former Loehmanns 2555 Fair Oaks Boulevard Sacramento, CA 95825 (855) 704-2669 5.0 mi Get Directions More Info"
"ca","salinas","Spirit Halloween Salinas North Davis Opening Soon Closing Soon Next to Dicks Sporting Goods 1231 North Davis Road Salinas, CA 93907 (855) 704-2669 1.8 mi Get Directions More Info"
"ca","sanbernardino","Spirit Halloween Inland Center Opening Soon Closing Soon Former Forever 21 500 Inland Center Drive, 200 San Bernardino, CA 92408 (855) 704-2669 1.7 mi Get Directions More Info"
"ca","sanclemente","Spirit Halloween San Clemente Pico Plaza Opening Soon Closing Soon Former 99 Cent Store 55 Via Pico Plaza San Clemente, CA 92672 (855) 704-2669 0.7 mi Get Directions More Info"
"ca","sandiego","Spirit Halloween Point Loma Opening Soon Closing Soon Next to Smart and Final 2790 Midway Drive San Diego, CA 92110 (855) 704-2669 3.4 mi Get Directions More Info"
"ca","sandiego","Spirit Halloween Normal Heights Opening Soon Closing Soon Former Rite Aid 3650 Adams Avenue San Diego, CA 92116 (855) 704-2669 4.3 mi Get Directions More Info"
"ca","sandiego","Spirit Halloween Clairemont Opening Soon Closing Soon Former Kohls 5505 Balboa Ave San Diego, CA 92111 (855) 704-2669 7.2 mi Get Directions More Info"
"ca","sandiego","Spirit Halloween Mira Mesa Opening Soon Closing Soon Former Rite Aid 8985 Mira Mesa Boulevard San Diego, CA 92126 (855) 704-2669 13.8 mi Get Directions More Info"
"ca","sandiego","Spirit Halloween Carmel Mountain Opening Soon Closing Soon Former Rite Aid 11845 Carmel Mountain Road San Diego, CA 92128 (855) 704-2669 18.9 mi Get Directions More Info"
"ca","sanjose","Spirit Halloween San Jose Capital Square Opening Soon Closing Soon Former Walgreens 350 North Capitol Avenue San Jose, CA 95133 (855) 704-2669 3.3 mi Get Directions More Info"
"ca","sanjose","Spirit Halloween San Jose Eastridge Opening Soon Closing Soon Former Rite Aid 1029 East Capitol Expressway San Jose, CA 95121 (855) 704-2669 4.3 mi Get Directions More Info"
"ca","sanjose","Spirit Halloween San Jose Cambrian Opening Soon Closing Soon Former XX Fitness Taekwondo 14396 Union Avenue San Jose, CA 95124 (855) 704-2669 5.9 mi Get Directions More Info"
"ca","sanjose","Spirit Halloween San Jose Blossom Valley Opening Soon Closing Soon Former Party City 863 Blossom Hill Road San Jose, CA 95123 (855) 704-2669 6.2 mi Get Directions More Info"
"ca","sanjose","Spirit Halloween San Jose Blossom Hill Opening Soon Closing Soon Former Home Depot 920 Blossom Hill Road San Jose, CA 95123 (855) 704-2669 6.3 mi Get Directions More Info"
"ca","sanluisobispo","Spirit Halloween San Luis Obispo CA Opening Soon Closing Soon Former Bed Bath Beyond 317 Madonna Road San Luis Obispo, CA 93405 (855) 704-2669 1.8 mi Get Directions More Info"
"ca","sanmateo","Spirit Halloween San Mateo Concar Opening Soon Closing Soon Former Rite Aid 666 Concar Drive San Mateo, CA 94402 (855) 704-2669 1.4 mi Get Directions More Info"
"ca","sanrafael","Spirit Halloween San Rafael Opening Soon Closing Soon Next to Claires 5800 Northgate Drive, Unit #731-129 San Rafael, CA 94903 (855) 704-2669 2.3 mi Get Directions More Info"
"ca","sanramon","Spirit Halloween San Ramon Plz. San Ramon Opening Soon Closing Soon Former Rite Aid 3207 Crow Canyon Place San Ramon, CA 94583 (855) 704-2669 1.3 mi Get Directions More Info"
"ca","sandcity","Spirit Halloween Sand City Playa Opening Soon Closing Soon Former Office Depot 850 Playa Avenue Sand City, CA 93955 (855) 704-2669 0.1 mi Get Directions More Info"
"ca","santaana","Spirit Halloween Santa Ana South Bristol Opening Soon Closing Soon Former Bed Bath Beyond 3900 South Bristol Street Santa Ana, CA 92704 (855) 704-2669 3.6 mi Get Directions More Info"
"ca","santaclarita","Spirit Halloween Valencia Opening Soon Closing Soon Former Party City 27029 McBean Parkway Santa Clarita, CA 91355 (855) 704-2669 2.4 mi Get Directions More Info"
"ca","santaclarita","Spirit Halloween Santa Clarita CA Opening Soon Closing Soon Former Rite Aid 16642 Soledad Canyon Road Santa Clarita, CA 91387 (855) 704-2669 7.1 mi Get Directions More Info"
